confidence,id,metadata,source_id,target_id,type
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX001,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX002,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX003,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX004,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX005,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX006,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX007,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX008,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX009,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX010,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX011,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX012,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX013,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX014,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX015,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX016,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX017,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX018,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,TX019,from
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,TX001,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",C789,TX002,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",D012,TX003,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",E345,TX004,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",E789,TX005,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",F012,TX006,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",G345,TX007,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",H678,TX008,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",J567,TX009,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",L123,TX010,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",M456,TX011,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",O012,TX012,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",Q678,TX013,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",R901,TX014,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",T567,TX015,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",V123,TX016,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",X789,TX017,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",Z345,TX018,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",AA789,TX019,to
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,rapid_transfers,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,rapid_transfers,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,unusual_pattern,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,device_changes,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,unusual_pattern,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,unusual_pattern,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,unusual_pattern,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,device_changes,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,rapid_transfers,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,unusual_pattern,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,rapid_transfers,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,rapid_transfers,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,unusual_pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,device_changes,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,unusual_pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,unusual_pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,unusual_pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,device_changes,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,rapid_transfers,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,unusual_pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX005,DEV003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX007,DEV004,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX009,DEV006,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX010,DEV007,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX012,DEV008,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX013,DEV009,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,DEV010,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX015,DEV011,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX016,DEV012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,DEV013,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX018,DEV014,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,DEV015,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,rapid_transfers,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,rapid_transfers,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,unusual_pattern,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,device_changes,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,unusual_pattern,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,unusual_pattern,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,unusual_pattern,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,device_changes,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,rapid_transfers,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,unusual_pattern,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",rapid_transfers,device_changes,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",unusual_pattern,device_changes,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",rapid_transfers,unusual_pattern,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",unusual_pattern,rapid_transfers,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,rapid_transfers,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,unusual_pattern,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,device_changes,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",rapid_transfers,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",unusual_pattern,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",device_changes,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX020,BB456,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",BB456,DEV016,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",BB456,San Diego,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX021,DD789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",DD789,DEV017,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",DD789,Las Vegas,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX022,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV018,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,California,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX023,GG678,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",GG678,DEV019,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",GG678,Phoenix,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX024,II234,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",II234,DEV020,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",II234,San Antonio,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX025,KK890,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",KK890,DEV021,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",KK890,Charlotte,located_in
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX020,Account takeover pattern,detects
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",Account takeover pattern,TX020,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV015,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV018,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV020,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV021,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,DEV999,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT003,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT002,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT003,triggers
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM001,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM002,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM003,causes
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,DEV017,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,DEV021,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",C789,DEV004,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",C789,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",C789,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",C789,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",D012,DEV012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",D012,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",D012,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",E345,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",E345,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",E345,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",F012,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",F012,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",F012,PAT002,detected_by
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",PAT002,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",PAT002,DEV001,associated_with
